,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Timestamp
2,825,Tether USDt,USDT,tether,129820,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,152755320500.2985,156004270711.96384,True,,3,,,,2025-05-27T17:13:00.000Z,1.0004406404471762,81907398433.67131,21.4224,0.0079607,0.02050881,0.04840527,0.01447059,0.10127341,0.15517653,152822630673.0323,4.3904,156073012503.57,,2025-05-27T17:13:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-05-27 19:14:59.037573
3,52,XRP,XRP,xrp,1615,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58686007292.0,99986107098.0,False,,4,,,,2025-05-27T17:14:00.000Z,2.343921934017137,2323504247.978713,14.1463,0.40125202,1.45285682,-0.14667405,4.79486374,8.35779341,3.61996657,137555419711.60843,3.9501,234392193401.71,,2025-05-27T17:14:00.000Z,,,,,,2025-05-27 19:14:59.037573
4,1839,BNB,BNB,bnb,2550,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140887963.92000002,140887963.92000002,False,,5,,,,2025-05-27T17:14:00.000Z,693.0483236333974,1950242057.1992683,22.1562,0.09791478,2.77229345,7.08891072,15.35414591,11.56577342,12.2941157,97642167214.8786,2.8039,97642167214.88,,2025-05-27T17:14:00.000Z,,,,,,2025-05-27 19:14:59.037573
5,5426,Solana,SOL,solana,926,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,520404077.2033777,601680079.5225035,True,,6,,,,2025-05-27T17:14:00.000Z,178.75639333246488,3542242302.203299,18.5923,0.5439279,1.63232721,6.99792664,20.07105943,38.17316561,30.2205013,93025555916.3854,2.6732,107554160955.43,,2025-05-27T17:14:00.000Z,,,,,,2025-05-27 19:14:59.037573
6,3408,USDC,USDC,usd-coin,28254,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,61489622190.3465,61489622190.3465,False,,7,,,,2025-05-27T17:14:00.000Z,0.9997102093683038,11865445030.576168,10.3254,0.0111316,-0.00218944,-0.00035684,-0.0425579,-0.02866924,-0.01855201,61471803073.8892,1.766,61471803073.89,,2025-05-27T17:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-05-27 19:14:59.037573
7,74,Dogecoin,DOGE,dogecoin,1229,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america']",,149439276383.70526,149439276383.70526,True,,8,,,,2025-05-27T17:14:00.000Z,0.22956970624868805,1322937374.8206954,4.0362,0.89640418,2.15781055,3.65047673,27.87781845,27.53338043,11.42426762,34306730781.42372,0.9856,34306730781.42,,2025-05-27T17:14:00.000Z,,,,,,2025-05-27 19:14:59.037573
8,2010,Cardano,ADA,cardano,1524,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35334514487.46726,44994495302.31451,False,,9,,,,2025-05-27T17:14:00.000Z,0.7707669639537332,676558317.0297847,-2.1225,0.5201991,1.40253971,4.86743801,10.64957616,11.2162431,14.80516393,27234676454.284344,0.7826,34684513377.92,,2025-05-27T17:14:00.000Z,,,,,,2025-05-27 19:14:59.037573
9,1958,TRON,TRX,tron,1180,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94873221137.98709,94873141208.10585,True,,10,,,,2025-05-27T17:14:00.000Z,0.27549482768654776,575440667.7906519,22.2284,0.45531928,1.2529931,0.88247364,10.56423026,18.63715478,21.59854695,26137081709.477493,0.7506,26137059689.21,,2025-05-27T17:14:00.000Z,,,,,,2025-05-27 19:14:59.037573
10,32196,Hyperliquid,HYPE,hyperliquid,87,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem']",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,12755665130.633545,,2025-05-27T17:14:00.000Z,38.19842322505921,347957296.36626536,-18.7857,1.54528474,-0.50812771,46.85035561,114.63427025,182.38997819,90.23374106,12755529946.413752,0.3665,38198423225.06,,2025-05-27T17:14:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-05-27 19:14:59.037573
11,20947,Sui,SUI,sui,666,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem']",10000000000.0,3338327017.9116654,10000000000.0,False,,12,3338327017.9116654,12240370473.856094,,2025-05-27T17:14:00.000Z,3.666618161786085,1153176235.7565405,31.1112,-0.16384617,4.81408479,-5.63954945,2.25402339,46.04486192,23.51115393,12240370473.856094,0.3517,36666181617.86,,2025-05-27T17:14:00.000Z,,,,,,2025-05-27 19:14:59.037573
12,1975,Chainlink,LINK,chainlink,2015,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,13,,,,2025-05-27T17:14:00.000Z,16.021061421693318,361826474.6219803,11.6861,0.43807725,2.88132674,2.99335527,10.51173509,14.09386461,3.68902974,10527438986.81696,0.3023,16021061421.69,,2025-05-27T17:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-05-27 19:14:59.037573
13,5805,Avalanche,AVAX,avalanche,916,2020-07-13T00:00:00.000Z,"['smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,421152926.1483426,456155626.1483426,False,,14,,,,2025-05-27T17:14:00.000Z,23.581178207103434,383654136.15027314,10.5183,1.02276091,1.67753193,6.1296031,8.14458425,18.93415655,5.63961053,9931282203.94714,0.2853,16878198094.24,,2025-05-27T17:14:00.000Z,,,,,,2025-05-27 19:14:59.037573
14,512,Stellar,XLM,stellar,708,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets', '2017-2018-alt-season', 'made-in-america']",50001806812.0,31115809392.085503,50001786892.81785,False,,15,,,,2025-05-27T17:14:00.000Z,0.2900697388925448,170840671.15720272,20.7778,0.29040577,1.55189392,2.45178154,2.31336953,7.05537746,-0.88381364,9025754705.792435,0.2593,14504011046.11,,2025-05-27T17:14:00.000Z,,,,,,2025-05-27 19:14:59.037573
0,1,Bitcoin,BTC,bitcoin,12193,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem']",21000000.0,19870703.0,19870703.0,False,,1,,,,2025-05-27T17:15:00.000Z,110187.26652136694,54411050167.54247,16.7685,0.0483927,0.66185347,3.89367049,17.00847653,31.75234284,26.5473155,2189498447427.9255,62.9707,2313932596948.71,,2025-05-27T17:15:00.000Z,,,,,,2025-05-27 19:16:01.501304
1,1027,Ethereum,ETH,ethereum,10313,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem']",,120725747.86194856,120725747.86194856,True,,2,,,,2025-05-27T17:15:00.000Z,2688.4015734571444,23621707158.904762,58.4156,0.87761997,5.61127821,7.84050264,49.25228732,43.8090276,11.98888191,324559290508.853,9.3202,324559290508.85,,2025-05-27T17:15:00.000Z,,,,,,2025-05-27 19:16:01.501304
2,825,Tether USDt,USDT,tether,129820,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,152755320500.2985,156004270711.96384,True,,3,,,,2025-05-27T17:14:00.000Z,1.000486403440295,81930660358.82211,21.4699,0.01941541,0.02625362,0.03807469,-0.00285223,0.10785108,0.16480198,152829621213.7132,4.3906,156080151725.94,,2025-05-27T17:14:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-05-27 19:16:01.501304
3,52,XRP,XRP,xrp,1615,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58686007292.0,99986107098.0,False,,4,,,,2025-05-27T17:15:00.000Z,2.343845650275084,2322867860.4726615,14.1301,0.37159273,1.43306421,-0.20850942,4.71308189,8.24752591,3.60564166,137550942923.36606,3.95,234384565027.51,,2025-05-27T17:15:00.000Z,,,,,,2025-05-27 19:16:01.501304
4,1839,BNB,BNB,bnb,2550,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140887963.92000002,140887963.92000002,False,,5,,,,2025-05-27T17:15:00.000Z,693.0003209206848,1950360851.680255,22.1926,0.08312983,2.75607498,7.0960145,15.30047492,11.47206731,12.29831857,97635404210.42188,2.8037,97635404210.42,,2025-05-27T17:15:00.000Z,,,,,,2025-05-27 19:16:01.501304
5,5426,Solana,SOL,solana,926,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,520404077.2033777,601680079.5225035,True,,6,,,,2025-05-27T17:15:00.000Z,178.69600694630685,3546118656.719925,18.7176,0.54050779,1.59240311,6.97611993,19.91494885,37.86254307,30.25295369,92994130594.8212,2.6723,107517827669.81,,2025-05-27T17:15:00.000Z,,,,,,2025-05-27 19:16:01.501304
6,3408,USDC,USDC,usd-coin,28254,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,61489622190.3465,61489622190.3465,False,,7,,,,2025-05-27T17:15:00.000Z,0.9997532559858127,11901660381.955893,10.7028,0.03897319,0.01172643,-0.00975368,-0.0242487,-0.0216951,-0.01569214,61474449994.13639,1.768,61474449994.14,,2025-05-27T17:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-05-27 19:16:01.501304
7,74,Dogecoin,DOGE,dogecoin,1229,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america']",,149439276383.70526,149439276383.70526,True,,8,,,,2025-05-27T17:15:00.000Z,0.22952495120351804,1323373270.7181811,4.0812,0.86954167,2.1290764,3.55880553,27.67912152,27.32994847,11.39876793,34300042619.858997,0.9865,34300042619.86,,2025-05-27T17:15:00.000Z,,,,,,2025-05-27 19:16:01.501304
8,2010,Cardano,ADA,cardano,1524,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35334514487.46726,44994495302.31451,False,,9,,,,2025-05-27T17:15:00.000Z,0.7707808073373379,676767893.5981961,-2.0914,0.51542866,1.40449988,4.76753233,10.52052271,11.0941567,14.81787147,27235165603.522877,0.7826,34685136330.18,,2025-05-27T17:15:00.000Z,,,,,,2025-05-27 19:16:01.501304
9,1958,TRON,TRX,tron,1180,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94873221137.98709,94873141208.10585,True,,10,,,,2025-05-27T17:15:00.000Z,0.2755004242163153,575614978.5544293,22.2745,0.45778267,1.25545189,0.742573,10.56739324,18.65580971,21.60287263,26137612670.283737,0.7506,26137590649.57,,2025-05-27T17:15:00.000Z,,,,,,2025-05-27 19:16:01.501304
10,32196,Hyperliquid,HYPE,hyperliquid,87,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem']",1000000000.0,333928180.0,999993930.0,False,,11,333931719.0,12736842907.836945,,2025-05-27T17:15:00.000Z,38.142057741561665,347804027.8137986,-18.824,1.3965957,-0.65794712,46.24815466,113.96997544,180.63039731,89.81301541,12736707923.094597,0.3663,38142057741.56,,2025-05-27T17:15:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-05-27 19:16:01.501304
11,20947,Sui,SUI,sui,666,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem']",10000000000.0,3338327017.9116654,10000000000.0,False,,12,3338327017.9116654,12234291338.232758,,2025-05-27T17:15:00.000Z,3.664797149167873,1154041414.6919317,31.2064,-0.20320584,4.76073972,-5.76522985,2.20165432,45.64730349,23.55110557,12234291338.232758,0.3519,36647971491.68,,2025-05-27T17:15:00.000Z,,,,,,2025-05-27 19:16:01.501304
12,1975,Chainlink,LINK,chainlink,2015,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,13,,,,2025-05-27T17:15:00.000Z,16.020043080147087,361950037.70636415,11.7047,0.44102344,2.87365824,2.92232343,10.33665321,13.96760215,3.74556394,10526769834.61702,0.3023,16020043080.15,,2025-05-27T17:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-05-27 19:16:01.501304
13,5805,Avalanche,AVAX,avalanche,916,2020-07-13T00:00:00.000Z,"['smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,421152926.1483426,456155626.1483426,False,,14,,,,2025-05-27T17:15:00.000Z,23.577184455846847,383754872.3384268,10.5596,1.01291685,1.65778263,6.04503468,7.95725691,18.76181122,5.78531379,9929600223.919119,0.2856,16875339571.9,,2025-05-27T17:15:00.000Z,,,,,,2025-05-27 19:16:01.501304
14,512,Stellar,XLM,stellar,708,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets', '2017-2018-alt-season', 'made-in-america']",50001806812.0,31115809392.085503,50001786892.81785,False,,15,,,,2025-05-27T17:15:00.000Z,0.29006370464159775,170862231.08186963,20.8468,0.28509364,1.55215527,2.36336267,2.42768529,7.05037577,-0.91813044,9025566945.190142,0.2596,14503709322.66,,2025-05-27T17:15:00.000Z,,,,,,2025-05-27 19:16:01.501304
0,1,Bitcoin,BTC,bitcoin,12193,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem']",21000000.0,19870703.0,19870703.0,False,,1,,,,2025-05-27T17:16:00.000Z,110236.88528158373,55916230296.93513,19.9546,-0.0337595,0.65884553,3.94309535,17.06332085,31.81167263,26.64357292,2190484407075.4216,62.999,2314974590913.26,,2025-05-27T17:16:00.000Z,,,,,,2025-05-27 19:17:01.813090
1,1027,Ethereum,ETH,ethereum,10313,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem']",,120725747.86194856,120725747.86194856,True,,2,,,,2025-05-27T17:16:00.000Z,2691.03284657258,23652461703.57478,58.6501,0.54896573,5.6356007,7.93438998,49.42312349,43.94978069,12.29381662,324876952923.543,9.3446,324876952923.54,,2025-05-27T17:16:00.000Z,,,,,,2025-05-27 19:17:01.813090
2,825,Tether USDt,USDT,tether,129820,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,152755320500.2985,156004270711.96384,True,,3,,,,2025-05-27T17:15:00.000Z,1.000402083679154,81859162096.38261,21.3655,0.03564369,0.02648632,0.0135389,0.00162591,0.10369661,0.15841289,152816740921.57562,4.3951,156066997483.1,,2025-05-27T17:15:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-05-27 19:17:01.813090
3,52,XRP,XRP,xrp,1615,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58686007292.0,99986107098.0,False,,4,,,,2025-05-27T17:16:00.000Z,2.3439763852996083,2322127238.7933707,14.1499,0.27579809,1.43130509,-0.19418815,4.71493572,8.25356374,3.64919379,137558615239.96863,3.9567,234397638529.96,,2025-05-27T17:16:00.000Z,,,,,,2025-05-27 19:17:01.813090
4,1839,BNB,BNB,bnb,2550,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140887963.92000002,140887963.92000002,False,,5,,,,2025-05-27T17:15:00.000Z,693.0003209206848,1950360851.680255,22.1926,0.08312983,2.75607498,7.0960145,15.30047492,11.47206731,12.29831857,97635404210.42188,2.8037,97635404210.42,,2025-05-27T17:15:00.000Z,,,,,,2025-05-27 19:17:01.813090
5,5426,Solana,SOL,solana,926,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,520404077.2033777,601680079.5225035,True,,6,,,,2025-05-27T17:16:00.000Z,178.53437137247246,3555707865.440463,19.0267,0.38309309,1.46160676,6.89241244,19.80180927,37.73784251,30.26290997,92910014783.17667,2.6699,107420574764.89,,2025-05-27T17:16:00.000Z,,,,,,2025-05-27 19:17:01.813090
6,3408,USDC,USDC,usd-coin,28254,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,61489622190.3465,61489622190.3465,False,,7,,,,2025-05-27T17:16:00.000Z,0.9994771046677732,11912043494.611519,10.9211,-0.00694899,-0.02802061,-0.04026746,-0.05553867,-0.04931105,-0.06459852,61457469553.922775,1.7675,61457469553.92,,2025-05-27T17:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-05-27 19:17:01.813090
7,74,Dogecoin,DOGE,dogecoin,1229,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america']",,149439276383.70526,149439276383.70526,True,,8,,,,2025-05-27T17:16:00.000Z,0.22953207107769047,1323187162.3675706,4.1245,0.77557238,2.07493289,3.58664869,27.67585011,27.33389825,11.4796274,34301106608.703266,0.9865,34301106608.7,,2025-05-27T17:16:00.000Z,,,,,,2025-05-27 19:17:01.813090
